Id,SalePrice
1461,119912.1325873558
1462,160434.93445805146
1463,185975.69491216683
1464,193772.20242344908
1465,195607.74891016568
1466,170947.60758124487
1467,175527.48534329736
1468,164406.20677207637
1469,192597.14677843067
1470,123061.57103549832
1471,191672.9320430982
1472,95713.17986029963
1473,95608.51947068656
1474,150512.3893387003
1475,115355.08333534325
1476,374436.37690554245
1477,252011.85454938133
1478,286536.48354412185
1479,277802.99360019306
1480,508473.9546612828
1481,333633.664423302
1482,206119.2425018787
1483,181003.68142020766
1484,162466.3773957328
1485,190829.42487761387
1486,197204.43814311767
1487,348348.47523836914
1488,235027.64702855208
1489,199020.13331132318
1490,240896.95197188912
1491,191460.70952729596
1492,89377.30399826971
1493,188560.70419469665
1494,296657.8230752174
1495,291010.16192831943
1496,239753.05269166955
1497,179768.69672024652
1498,161563.96722633595
1499,159231.4707243802
1500,156026.00194857738
1501,175314.01118764628
1502,146510.54409507688
1503,286808.80333359935
1504,241261.7236955664
1505,226667.35564438716
1506,188721.95927373768
1507,254715.129270105
1508,197147.4346423302
1509,158689.25473694596
1510,144334.54268114496
1511,145852.9244042863
1512,176784.47115692234
1513,142995.4428724471
1514,165502.5356632644
1515,193847.93475651383
1516,154643.37466898496
1517,165090.7539129462
1518,131625.35364119618
1519,220464.2726338246
1520,131285.98388647838
1521,132297.8722622107
1522,172727.62335334087
1523,111715.69538155917
1524,125280.59921176179
1525,120506.74823926772
1526,116797.35889294629
1527,102506.15518626428
1528,135227.14618242683
1529,149615.22258258308
1530,183257.8527509878
1531,105000.23853633415
1532,96978.23953389247
1533,153197.97002710032
1534,123071.54638592391
1535,156921.97333126605
1536,110177.50739683148
1537,71253.61304767293
1538,150898.65025420964
1539,197742.10456903948
1540,96536.44696934812
1541,145106.6104943198
1542,142681.91223105555
1543,200871.9183468381
1544,83222.6236090929
1545,115360.65708925526
1546,134229.20240664145
1547,133099.44042889265
1548,137521.79480359636
1549,116154.25224739221
1550,138008.59000502992
1551,110804.51676872562
1552,135745.5763835977
1553,154293.794594659
1554,116291.93548836472
1555,165762.70016909717
1556,80661.94104854143
1557,109869.82164031173
1558,97981.79595717376
1559,98102.51397960621
1560,132926.48217482533
1561,130003.42922419703
1562,130585.34591993045
1563,123176.77925260649
1564,157780.46175437557
1565,148725.79523109813
1566,235173.67724916333
1567,76775.73266787821
1568,227461.76727382807
1569,133207.44816112466
1570,138477.50058977221
1571,118067.38171692293
1572,144729.00387339955
1573,229515.45386180247
1574,119016.23184032031
1575,224720.2470453048
1576,249330.33206431125
1577,186151.79288367112
1578,141273.50028407463
1579,140224.62681274384
1580,191953.32849923364
1581,151424.34078131293
1582,125182.2211080511
1583,319064.55507654697
1584,221572.85850704467
1585,138980.43020051956
1586,66260.00980555738
1587,100680.67747766445
1588,151114.96659587655
1589,100179.43671229474
1590,136682.6694424538
1591,94654.4139773378
1592,114713.08243758162
1593,122193.86943387569
1594,130224.74801825086
1595,130909.19098086856
1596,242570.83424680668
1597,192410.29485332101
1598,218956.243008532
1599,165738.80896789132
1600,163848.5577583702
1601,63605.66189002969
1602,112254.63993701698
1603,81204.83057050167
1604,281214.10831343185
1605,245350.77611073328
1606,172289.82449649044
1607,176679.11959520658
1608,219374.3803290216
1609,186791.3513106453
1610,149740.74004103916
1611,142032.6643870775
1612,172882.00561880282
1613,166867.75887297644
1614,127089.04791335648
1615,89844.434452818
1616,77080.36847780028
1617,90900.43773353669
1618,125823.62685170709
1619,138110.51899369102
1620,192145.8567853435
1621,134198.0937872585
1622,136086.62352071903
1623,286548.4139382351
1624,213705.58806692844
1625,117764.61417789373
1626,166634.70257238802
1627,189031.23153647198
1628,275996.98071216
1629,176478.18528076442
1630,369509.98474234785
1631,212118.38323538084
1632,239599.07991781525
1633,173406.13336369424
1634,186679.20104989162
1635,176824.865643391
1636,153701.74829090133
1637,202199.86406994573
1638,186553.99418549365
1639,182850.28699814065
1640,255149.3555706095
1641,176593.78175371725
1642,233368.4687535587
1643,215626.62640188116
1644,233902.4811595704
1645,192944.67781763955
1646,158491.0819958771
1647,157501.7550380166
1648,130561.04219440947
1649,140430.28493687027
1650,115234.67924163297
1651,121728.37283103829
1652,97839.21690253892
1653,99970.8920875407
1654,146197.39913778883
1655,144269.03748786333
1656,144539.69267349373
1657,149742.79179814435
1658,145063.61374317142
1659,123029.37622116011
1660,151419.3164243504
1661,461477.8804683156
1662,396519.75988735585
1663,373378.940257736
1664,516282.6757694918
1665,303693.77461761545
1666,332091.19807257043
1667,375870.97900417953
1668,329129.32249380805
1669,288383.3821456408
1670,333244.7276103739
1671,261903.6457302894
1672,481158.4324115212
1673,291328.535430955
1674,240303.78977662316
1675,190801.9389209881
1676,194067.37750501488
1677,224013.5794888528
1678,489147.72197416704
1679,401350.248235103
1680,344054.04171318054
1681,242899.1260927454
1682,310225.7984147208
1683,181934.00782871802
1684,173784.3246269032
1685,170930.65088727296
1686,166563.35136399476
1687,171530.9793414574
1688,189017.50686969058
1689,192931.93719488772
1690,194249.08212468988
1691,183480.38737596452
1692,262502.86305776384
1693,171482.85503408418
1694,181544.50747154967
1695,163454.85549814542
1696,274673.9987135536
1697,169145.15787577908
1698,349820.5491522051
1699,317855.9023307849
1700,251083.2982666527
1701,269771.78093825263
1702,243925.38317440273
1703,247593.73317068105
1704,274813.1006266168
1705,227361.8363916617
1706,442209.5035246222
1707,219485.68094363186
1708,207610.2640861824
1709,266889.85588187363
1710,217384.42221786923
1711,268015.97821477416
1712,260999.33564299333
1713,269838.88118127454
1714,223014.1127640263
1715,206498.91017239392
1716,183473.68945844122
1717,174275.28562323115
1718,136933.3999328782
1719,205871.47395671278
1720,238776.4223562195
1721,165955.59130519666
1722,128311.83199925651
1723,157550.19397800975
1724,209229.59628258733
1725,241228.4863186176
1726,184807.71529022677
1727,160914.63745035263
1728,178161.0893743994
1729,168695.05153282077
1730,152328.1923582409
1731,120634.5615035258
1732,127334.72108139552
1733,116435.524053819
1734,119369.10992727827
1735,127565.6170997545
1736,111923.36811956357
1737,277912.75889838947
1738,233815.40355107596
1739,248962.07172378097
1740,228852.5002056781
1741,191371.47285528082
1742,170701.08376245518
1743,176900.18025738804
1744,292876.8805464881
1745,223472.62720422127
1746,186046.05280682057
1747,217885.91760682774
1748,227944.7342664853
1749,145234.86163426796
1750,126731.55480147651
1751,242360.4940079054
1752,119632.64164738293
1753,148211.1664256481
1754,194720.7377516282
1755,165749.08792947716
1756,126328.83825944869
1757,120973.16212344369
1758,142162.60008944516
1759,162857.53950438055
1760,165178.63254416763
1761,149353.56073702165
1762,176963.46281500955
1763,175952.21188108332
1764,114348.86552340531
1765,161926.60138720417
1766,182525.7162921887
1767,216572.3287498693
1768,143614.6959627424
1769,171301.29990560067
1770,151114.2808334345
1771,125376.95751415551
1772,136195.68614553515
1773,123371.56048133232
1774,145767.67353668303
1775,141020.48283977475
1776,125447.90033626268
1777,107852.38592757641
1778,137046.6542329793
1779,111668.18150006753
1780,178028.4521707292
1781,124026.55317057662
1782,86844.52557378542
1783,150469.3951853446
1784,105796.82545644413
1785,120531.45239040325
1786,139590.52156157332
1787,165148.19708693185
1788,60376.10675318702
1789,96136.80862174765
1790,78485.13885013337
1791,183608.0067779776
1792,157786.6506167657
1793,130281.84273319799
1794,148151.87876897916
1795,133724.81389094196
1796,118445.49481095892
1797,113736.20061406252
1798,120374.02131016224
1799,109014.10185193382
1800,126865.98734645467
1801,131730.15481367748
1802,129268.03283704416
1803,145310.58318218953
1804,143258.6195883643
1805,135681.45463631043
1806,120636.4002937041
1807,132885.38386323885
1808,119223.94364291204
1809,120981.58909972713
1810,140750.96467411556
1811,95127.92770756531
1812,97874.56290942777
1813,122216.98594143183
1814,92315.00426149729
1815,55037.46165842569
1816,94136.81427750773
1817,115036.92245129662
1818,147940.08405597587
1819,126124.59712204755
1820,64364.74129364108
1821,105072.23566269696
1822,149088.1313983864
1823,51271.26065125279
1824,131359.44813883613
1825,135545.6871465701
1826,103449.83003266375
1827,102878.26794357691
1828,134253.45441296799
1829,117537.60338436073
1830,144229.85222531256
1831,142268.49604672616
1832,87722.54995142676
1833,134205.54188178334
1834,117783.47616222326
1835,129845.80697117632
1836,121057.18957352897
1837,87522.5300134871
1838,129740.24917146566
1839,93174.78216488814
1840,156124.9556727584
1841,148976.69249091065
1842,88401.28910876265
1843,129310.87641877003
1844,137307.44861848047
1845,140569.8790496253
1846,151433.14723657546
1847,160507.2991824575
1848,62400.55719894511
1849,106158.51911635773
1850,119169.18100922424
1851,156572.60024598037
1852,121565.77271477018
1853,131937.90067533747
1854,170052.77463448764
1855,149091.6720726123
1856,224366.23897556067
1857,135898.5285891238
1858,133231.44891801671
1859,113358.40454796588
1860,145963.43944139552
1861,112618.19763905344
1862,309235.47849697963
1863,292356.3058813813
1864,292401.3841125966
1865,337561.9828427411
1866,331130.2547816149
1867,228473.91508346138
1868,292899.1227973963
1869,203744.57798948002
1870,223286.55848151914
1871,249850.12016608453
1872,170208.4216975818
1873,241796.01707738644
1874,144164.82175826287
1875,194722.4098287056
1876,195762.14079324395
1877,209372.76738330908
1878,205513.17960602802
1879,128883.89192517124
1880,131772.62005013152
1881,241168.46091682723
1882,246193.04243985337
1883,189684.15160259375
1884,207496.14407137642
1885,241904.63852124158
1886,295516.1211895251
1887,208571.634388365
1888,268264.2788328694
1889,165780.14251131495
1890,121846.21221532655
1891,133258.39026507974
1892,100426.97449454157
1893,132515.6217673105
1894,126945.89542675504
1895,138109.30058801587
1896,122922.5481966091
1897,116018.03117043163
1898,114328.46888223606
1899,152208.47560378347
1900,142970.3994425786
1901,171818.45174184817
1902,152158.35249730496
1903,218755.3877007944
1904,139091.98976105428
1905,203027.6873435156
1906,148482.43610377685
1907,202652.83798970623
1908,109577.82458424119
1909,130957.02157347892
1910,117535.04375374621
1911,221568.94936850786
1912,327636.7186911737
1913,146051.7036904414
1914,67220.25488890751
1915,316733.3852119095
1916,63712.58014298321
1917,246294.2199466523
1918,138926.36918483337
1919,170533.80331996153
1920,156142.59413801815
1921,409416.1588622309
1922,312561.3908292062
1923,220399.46775517456
1924,246497.94579463557
1925,198131.36562715413
1926,385788.7306764145
1927,133272.03065612054
1928,155897.50616799356
1929,120654.04743044105
1930,129592.45650445095
1931,140257.95850053866
1932,137774.81042537367
1933,175509.8901720412
1934,177387.0322421577
1935,171559.34487628948
1936,189615.85966447022
1937,180045.4083444537
1938,180827.80490464205
1939,245690.03728346858
1940,191387.96059096692
1941,165835.39095395256
1942,187226.98734212163
1943,214102.5804375559
1944,362326.2091123974
1945,400701.39636272076
1946,167998.69811085763
1947,314284.1405993851
1948,170815.1155378945
1949,245948.91386373353
1950,188934.28475828224
1951,245514.37631255377
1952,215685.53015115578
1953,167835.6366538428
1954,183766.32095525795
1955,131290.0536533864
1956,308924.0444290732
1957,157222.11929213197
1958,302487.14936104044
1959,142735.5224501035
1960,111613.60591069004
1961,120756.7575207506
1962,97670.89997067252
1963,105032.45300210759
1964,108866.8028597639
1965,144954.079898367
1966,139321.12696883257
1967,291703.1064372615
1968,439850.8783077048
1969,390415.97394957877
1970,456293.31662668224
1971,473697.3680872748
1972,379203.5160042072
1973,259743.3743565594
1974,321182.7019208148
1975,533482.618338881
1976,267412.16307482927
1977,354438.82527359115
1978,370332.6321938117
1979,330622.8489261849
1980,205156.93589191453
1981,341038.0962861414
1982,219662.82271364983
1983,202912.96640507056
1984,170789.451738874
1985,220251.38047088965
1986,213469.2905575927
1987,180098.47693896457
1988,176779.946891339
1989,196421.08496526236
1990,213609.82320928609
1991,238161.84369453206
1992,211665.51670965477
1993,167745.86096939008
1994,227934.49074624036
1995,183238.34978863713
1996,246898.33889978804
1997,313441.82615109766
1998,327048.1891274181
1999,274998.2609658974
2000,321139.05760891613
2001,261682.17403324295
2002,249737.88656391954
2003,253412.7058571831
2004,270077.4905122048
2005,220916.0348822293
2006,226078.0746723916
2007,246996.03866098693
2008,215754.9407897442
2009,194326.03644522003
2010,191893.90058066483
2011,144442.74763195595
2012,172563.36724724926
2013,179602.06997705437
2014,189347.0406115863
2015,202089.3249844958
2016,193296.7296427052
2017,199252.85523870907
2018,118726.37039324004
2019,134706.7018501577
2020,107641.19131012543
2021,105993.54844507761
2022,182884.59921322903
2023,145354.7722499539
2024,262755.09980395477
2025,365892.10228298686
2026,175022.38913195374
2027,156918.17482877563
2028,150985.61542073893
2029,167769.00226553553
2030,266144.5286841396
2031,236579.14118893605
2032,246365.6191754506
2033,254398.95651586723
2034,171574.0735292779
2035,215286.15269905922
2036,196933.87847346038
2037,202474.15261345904
2038,296526.0471029716
2039,227440.66475860594
2040,274322.759353628
