Id,SalePrice
1461,120691.23658215677
1462,160237.20851827494
1463,185342.005430136
1464,194606.24938603968
1465,193058.52708683888
1466,170876.13426381594
1467,172763.695396782
1468,163856.23380097246
1469,187823.8512655061
1470,122656.72991556807
1471,196675.8356485616
1472,94188.79732091054
1473,94363.02145881212
1474,147646.29591217803
1475,113458.05557132258
1476,371525.81097188144
1477,255638.8073630801
1478,286371.69780087494
1479,280366.1140775289
1480,498357.77546280145
1481,339227.8166022373
1482,211288.58863070974
1483,179637.5795804645
1484,166039.62963550907
1485,186652.5488003809
1486,196844.19991326702
1487,335292.76393023174
1488,232806.85055904617
1489,202249.1097417685
1490,230975.07632132957
1491,194307.65677102254
1492,87834.92891359271
1493,185896.27295848535
1494,293603.6201169968
1495,289218.6484370058
1496,234328.73595445132
1497,181091.99096272257
1498,166130.05772381098
1499,161001.68665454368
1500,158084.06606335077
1501,176319.81091374415
1502,147881.54006795754
1503,290855.4810305844
1504,243931.74794595697
1505,226914.95585834482
1506,190242.95593258692
1507,249184.98099931845
1508,201435.83318167628
1509,160207.55960504466
1510,146656.31620501203
1511,145719.0941880172
1512,175399.97677474923
1513,138561.24751139153
1514,161893.9526354856
1515,191017.69625552444
1516,152273.36497859622
1517,162267.19920733417
1518,130972.40603280536
1519,218281.93639762298
1520,131906.55195565053
1521,133571.94382771448
1522,173808.75304732012
1523,110792.6267510934
1524,125113.92909260996
1525,120948.93970397278
1526,116358.58823829141
1527,101842.47090409794
1528,133487.27496018383
1529,151248.84458116116
1530,180095.82207396062
1531,104907.19683735233
1532,97638.46586988051
1533,153622.75491969398
1534,120142.50905866615
1535,157232.49241574816
1536,108681.79751649153
1537,71916.40303008698
1538,152055.9068328776
1539,192885.7171173853
1540,93067.09128355404
1541,143510.25327057304
1542,141526.041457011
1543,203687.2602907036
1544,80971.24836543431
1545,113714.39317996908
1546,131985.8409600909
1547,133706.96862868156
1548,137156.25500386767
1549,117122.0637802257
1550,139815.61875847186
1551,108845.36889953636
1552,137629.76084403115
1553,152537.45361565345
1554,115299.03360803307
1555,167399.95058968838
1556,83481.47169178611
1557,103729.63843219331
1558,95323.45035650503
1559,96816.2583978134
1560,139185.73493267247
1561,131999.30663079076
1562,129843.69871605361
1563,123156.26639158107
1564,160090.34139070957
1565,149220.00769324947
1566,244225.54661839674
1567,71569.49123084563
1568,236382.74516815602
1569,135687.36605274753
1570,138377.6680924025
1571,115889.8268722746
1572,146137.01859635027
1573,241702.98656517762
1574,120294.59898501138
1575,229732.88094694872
1576,247858.3707456506
1577,188733.8600689799
1578,136875.4447978009
1579,146634.54586358805
1580,190089.4686045669
1581,151638.4007086448
1582,125594.74177760667
1583,316022.702566659
1584,223508.62238295807
1585,140749.0720891061
1586,66254.01828394309
1587,98703.05163950044
1588,153161.22444501123
1589,98066.80166556034
1590,135297.28498025204
1591,94235.09049144777
1592,116526.76612312053
1593,123303.88466617369
1594,134104.77020269027
1595,129561.8766626831
1596,242795.23477234592
1597,190270.75304670987
1598,216353.05101506665
1599,169794.31402938598
1600,165729.47297280756
1601,60323.488828961505
1602,109462.24709820091
1603,81197.74206164476
1604,276117.0785114239
1605,244209.91183360078
1606,169890.88290359612
1607,166237.27281502608
1608,220044.8738594438
1609,187253.67348841962
1610,151601.9663744019
1611,139381.6834034503
1612,171452.42158350706
1613,165127.29625889342
1614,126200.20343214126
1615,89759.56817267399
1616,76018.98918455772
1617,89635.24009862643
1618,124708.55727515582
1619,139995.98497844962
1620,192143.947318792
1621,135944.6783256864
1622,139571.77996549231
1623,284252.9642757998
1624,214809.21056458924
1625,118723.14437519625
1626,163965.1209303326
1627,188591.91249606165
1628,278447.9145292841
1629,178506.90572512685
1630,357248.1316108772
1631,216616.7587932684
1632,239075.33151481478
1633,171676.72206063286
1634,186330.88503577845
1635,176504.6892814144
1636,150027.47914641353
1637,201455.71208444735
1638,185618.66998651187
1639,181629.01362962034
1640,260303.46778743895
1641,175521.48828328348
1642,234046.26295981332
1643,216716.1491742177
1644,234262.19567060703
1645,195142.0225530785
1646,158491.8198478477
1647,155537.77613477135
1648,129860.8084350051
1649,140876.51948294084
1650,113833.85929439192
1651,121058.6095898104
1652,97081.4367549632
1653,98886.96138165629
1654,146023.01604050997
1655,142108.8512792309
1656,142829.2569325547
1657,149005.24767687958
1658,145235.92038826636
1659,121446.59257407181
1660,154421.24463672645
1661,460872.9575447228
1662,389648.85674928623
1663,379410.5257127438
1664,501495.02275131067
1665,300831.92518092727
1666,332254.142490127
1667,377343.89431055577
1668,329991.8538117274
1669,291906.6198917036
1670,340217.41633088246
1671,260823.47035902014
1672,460137.11773603887
1673,292768.2164366356
1674,243833.937638257
1675,195128.59807072708
1676,195538.56943792358
1677,223611.08269500773
1678,486263.8066016318
1679,396336.74115414673
1680,339779.35573756363
1681,240191.98857744108
1682,309610.6760873731
1683,180090.0644686098
1684,172542.42106904995
1685,171175.85720375492
1686,168413.63509655796
1687,168364.46781299828
1688,189511.3297415995
1689,193933.70782418133
1690,194739.33284628356
1691,183465.99038001162
1692,261008.730004849
1693,170447.6756819118
1694,180977.37826704478
1695,163014.94786304844
1696,274781.11298309255
1697,168059.9249284248
1698,349738.480858967
1699,315760.6893892751
1700,250672.34273047087
1701,268749.2434849298
1702,248715.22225652618
1703,248438.57374106965
1704,281514.4293733288
1705,229882.33182413777
1706,433380.5766740901
1707,213021.4597658424
1708,206551.08486633425
1709,274843.2115017565
1710,220419.80018496318
1711,264452.0465344987
1712,266311.91585680994
1713,267565.9941965253
1714,223099.6893332451
1715,206040.72752864374
1716,186184.63906824065
1717,176602.30492125888
1718,135189.01477786433
1719,204908.44128917268
1720,241544.455961588
1721,164703.60153998126
1722,125554.83238574713
1723,155719.24682976626
1724,208581.38174292204
1725,238180.26837075665
1726,186560.50650941484
1727,159498.863699156
1728,176909.67834081047
1729,168344.70644258862
1730,158554.56447968498
1731,119943.08422912589
1732,127952.71848611665
1733,116312.40741945078
1734,118922.62716854602
1735,128952.47561605359
1736,112047.02213118109
1737,293813.4045785953
1738,231143.18514477386
1739,254408.38784323272
1740,225952.3337436471
1741,192137.44481277224
1742,171686.44778126647
1743,176817.46207674663
1744,305635.4012182832
1745,223387.01328030892
1746,180751.80715064038
1747,215507.14153347947
1748,225457.5220787874
1749,150032.09894120382
1750,126592.30140694522
1751,244167.3169008526
1752,119761.04212323332
1753,145917.54313154775
1754,190281.1889606927
1755,169312.141270611
1756,126595.33082835862
1757,120889.08216032924
1758,139310.57376453333
1759,161148.73429497643
1760,166179.6940832934
1761,146087.0537571035
1762,176742.46018376725
1763,175104.60558643116
1764,115019.25311158926
1765,167101.02788299808
1766,180717.94979937215
1767,214936.61211151033
1768,145236.38302940555
1769,172246.33855314803
1770,150594.7468441623
1771,125561.41315121259
1772,137759.7015762608
1773,125603.16769286951
1774,142281.3182216785
1775,140355.82108501834
1776,123889.65241791193
1777,108282.62870691798
1778,136690.7982910024
1779,113315.25205162608
1780,179268.64239286186
1781,125369.95834543812
1782,87003.58911667597
1783,147114.5405139211
1784,104296.52310769373
1785,119987.8871206421
1786,140407.8494837926
1787,161172.58662176607
1788,58475.29349873293
1789,94468.13690258519
1790,76607.77253894777
1791,182118.66756176882
1792,159314.75170311332
1793,130791.2101335279
1794,147419.43937012233
1795,134310.85527794578
1796,119765.84909338203
1797,114586.51125107595
1798,122057.42535338778
1799,111198.22203436049
1800,132139.27356229402
1801,131710.9253235901
1802,130355.81197223805
1803,142208.02079607494
1804,142637.2095692413
1805,135683.94204062517
1806,121481.2850893923
1807,130001.31448681914
1808,114568.25495783833
1809,121108.52766868408
1810,143351.9621229656
1811,91638.99979906491
1812,95986.65278857651
1813,121501.1820798586
1814,89790.2606429759
1815,53375.961619101756
1816,96289.64207108814
1817,112615.79540389554
1818,150801.48934606268
1819,125343.70104749105
1820,64911.19855416254
1821,105298.98927786568
1822,145971.59206045675
1823,49385.5715227841
1824,132270.15068168112
1825,135741.7572051211
1826,105475.23693988277
1827,102274.88906077271
1828,136796.08549839814
1829,116164.33025975403
1830,142603.9937763586
1831,141721.75366478367
1832,86202.32524766256
1833,133509.6575909878
1834,118942.50059320481
1835,125169.49990376674
1836,122707.10712576116
1837,86740.33175680396
1838,127481.04330187259
1839,91035.03502995081
1840,150865.85915405524
1841,148269.90592992058
1842,86354.48034434665
1843,130551.30285855263
1844,138655.98291017365
1845,141792.43133579977
1846,152795.91795748976
1847,160692.7810549113
1848,60246.69032536761
1849,105669.97301447677
1850,118699.26863434596
1851,154376.163151076
1852,124786.30983472182
1853,135824.62175256055
1854,167142.96283801008
1855,145416.20794667787
1856,222019.07050058703
1857,143240.49408127865
1858,135180.0679897886
1859,115256.9557043399
1860,147237.11989274406
1861,114320.92821163575
1862,304990.93065586255
1863,290104.4556270665
1864,290284.65103669866
1865,334839.5453463292
1866,330184.92958287086
1867,231992.2821601901
